episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
29,260.0,408,14993,0.4,0.26430670796510053,90.79725697200001,True,False
30,320.0,427,15420,0.4,0.25292609691202084,93.47477246699964,True,False
31,330.0,456,15876,0.4,0.33626726674929,96.33083045099966,True,False
32,200.0,383,16259,0.4,0.34979729577898977,98.72997519299997,True,False
33,260.0,404,16663,0.4,0.4173329715238939,101.27641441599962,True,False
34,300.0,507,17170,0.4,0.23806535699001447,104.4662153889999,True,False
35,170.0,402,17572,0.4,0.21237630775143015,107.01483309199966,True,False
36,660.0,611,18183,0.4,0.23283294995168322,110.80295585899967,True,False
37,430.0,524,18707,0.4,0.23701520925316646,114.1021551849999,True,False
38,230.0,372,19079,0.4,0.2825979883031499,116.48164239899961,True,False
39,340.0,476,19555,0.4,0.266892843934543,119.46284205499978,True,False
40,520.0,647,20202,0.4,0.2832530863399123,123.50686938599983,True,False
41,710.0,746,20948,0.4,0.24724908027658488,128.21117363599978,True,False
42,150.0,338,21286,0.4,0.32489879662171006,130.42353464899998,True,False
43,290.0,508,21794,0.4,0.24856015780251325,133.65693841999973,True,False
44,260.0,408,22202,0.4,0.23815078034485673,136.26887290899958,True,False
45,220.0,389,22591,0.4,0.24252559536511137,138.7735157139996,True,False
46,370.0,436,23027,0.4,0.23900730514881807,141.56406977299957,True,False
47,440.0,733,23760,0.4,0.5027836174501673,146.1345288509997,True,False
48,230.0,325,24085,0.4,0.39980931478885956,148.22067473199968,True,False
49,390.0,660,24745,0.4,0.24360541334432184,152.38352832599958,True,False
50,360.0,441,25186,0.4,0.33306385082277384,155.17850149299966,True,False
51,340.0,429,25615,0.4,0.23472235504990427,159.4789960779999,True,False
52,280.0,400,26015,0.4,0.24644577138125898,162.01207179199992,True,False
53,260.0,410,26425,0.4,0.20443422600030176,164.6092428019997,True,False
54,230.0,401,26826,0.4,0.26096921402961015,167.12441680699976,True,False
55,540.0,676,27502,0.4,0.25216538442530223,171.298018769,True,False
56,320.0,520,28022,0.4,0.24563367064110936,174.55892500799973,True,False
57,310.0,497,28519,0.4,0.4330620589636026,177.6539444279997,True,False
58,420.0,679,29198,0.4,0.3722012876587756,181.8850623369999,True,False
59,620.0,538,29736,0.4,0.19348478135135438,185.2326690699997,True,False
60,370.0,437,30173,0.4,0.20615622765222275,187.97908726099968,True,False
61,420.0,667,30840,0.4,0.20174897638355901,192.1252774349996,True,False
62,230.0,328,31168,0.4,0.28848248202262855,194.2140830559997,True,False
63,380.0,658,31826,0.4,0.21757019086309323,198.3246493429997,True,False
64,280.0,541,32367,0.4,0.18807869643248892,201.75320262199966,True,False
65,360.0,509,32876,0.4,0.15871178158704424,204.95441140499997,True,False
66,640.0,616,33492,0.4,0.18747589086460603,208.83856710499958,True,False
67,340.0,586,34078,0.4,0.19146523248302202,212.465417591,True,False
68,530.0,600,34678,0.4,0.32209855956335864,216.17751069299993,True,False
69,230.0,371,35049,0.4,0.3179399389172754,218.54002208699967,True,False
70,370.0,561,35610,0.4,0.33309557864974654,222.03165985199985,True,False
71,790.0,771,36381,0.4,0.27714293442396304,226.79648360800002,True,False
72,780.0,661,37042,0.4,0.19337795082141052,230.9022872649998,True,False
73,470.0,600,37642,0.4,0.19165839760253828,234.66554321299964,True,False
74,660.0,753,38395,0.4,0.20127967776770286,239.2649958789998,True,False
75,310.0,468,38863,0.4,0.2521075151192072,242.20003555799985,True,False
76,140.0,301,39164,0.4,0.17251206139764308,246.02850917199976,True,False
77,270.0,567,39731,0.4,0.17878814369228715,249.55500076499993,True,False
78,370.0,471,40202,0.4,0.26473220436581235,252.54778362999969,True,False
79,1430.0,919,41121,0.4,0.17365004062328648,258.2391740799999,True,False
80,640.0,642,41763,0.4,0.1777664047316648,262.2672321109999,True,False
81,380.0,438,42201,0.4,0.16676356507973236,265.05800297899987,True,False
82,270.0,487,42688,0.4,0.18611139634654658,268.13306508999995,True,False
83,710.0,594,43282,0.4,0.22240716792844437,271.86910912899975,True,False
84,370.0,499,43781,0.4,0.22320013113319873,275.04825980299984,True,False
85,1060.0,680,44461,0.4,0.27766712799887444,279.2767595629998,True,False
86,490.0,595,45056,0.4,0.21032711759759676,282.9404308669996,True,False
87,260.0,418,45474,0.4,0.14541881402524617,285.56707421500005,True,False
88,200.0,409,45883,0.4,0.18530999560493464,288.18563961300015,True,False
89,420.0,521,46404,0.4,0.1323253684428357,291.4797262799998,True,False
90,390.0,505,46909,0.4,0.19124311507339514,294.66473378399996,True,False
91,290.0,398,47307,0.4,0.21045694557592423,297.196977348,True,False
92,300.0,389,47696,0.4,0.209865512953577,299.69035108399976,True,False
93,150.0,330,48026,0.4,0.20337500901347616,301.7972612239996,True,False
94,290.0,399,48425,0.4,0.23561879358254373,304.32317431899946,True,False
95,370.0,512,48937,0.4,0.23938855296000838,307.512169952,True,False
96,790.0,687,49624,0.4,0.23205923514310703,311.7803074389999,True,False
97,330.0,419,50043,0.4,0.1499742753445529,314.38491705800016,True,False
98,290.0,404,50447,0.4,0.19329594350466045,316.9288530809995,True,False
99,390.0,565,51012,0.4,0.24101302928199442,320.46927458300024,True,False
100,670.0,517,51529,0.4,0.20038541461983622,323.68411652499935,True,False
