episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
1,130.0,385,385,1.0,nan,0.40666573199999334,True,False
2,460.0,702,1087,0.2,0.02597915857173079,1.5890434439999979,True,False
3,430.0,506,1593,0.2,0.027946416709359413,5.157064517000009,True,False
4,380.0,514,2107,0.2,0.026270451610344026,9.033486185000015,True,False
5,180.0,443,2550,0.2,0.02814489159668032,12.164279444000016,True,False
